Unnamed: 0,id,stateId,countyId,cityId,country,datePostedString,is_bankOwned,is_forAuction,event,time,price,pricePerSquareFoot,city,state,yearBuilt,streetAddress,zipcode,longitude,latitude,hasBadGeocode,description,currency,livingArea,livingAreaValue,lotAreaUnits,bathrooms,bedrooms,buildingArea,parking,garageSpaces,hasGarage,levels,pool,spa,isNewConstruction,hasPetsAllowed,homeType,county
13877,91201-2069724113,9,177053,45457,USA,2021-07-07,0,0,Listed for sale,1625616000000.0,7570000.0,501.0,Glendale,CA,1977,1060 Elm Ave,91201.0,-118.29586029052734,34.174530029296875,0,1060 Elm Avenue a value-add 21-unit apartment located in the highly desirable city of Glendale bordered by the City of Burbank.  The property offers superb location with access to many amenities within walking distance to IKEA Burbank Burbank Downtown many shopping centers close to schools parks local and national retailers dining and upscale shopping entertainment and easy access to freeways (5 FWY and 134 FWY). The property has been in the same ownership since 2003 and most of the tenants are long-time tenants that are on month-to-month lease. This provides significant upside potential to add value by increasing rent and return.    The property is a two-story garden style apartment community with gated subterranean parking and secured entrance. It has an excellent curb appeal with nicely maintained center courtyard. It is situated on a residential street surrounded by other a single-family and condominium communities (across the street from a newly built modern high-end condominiums).  Built in 1977 it offers a superb unit mix of (1) 3 bed + 2 bath unit (4) 2 bed + 2 bath units (15) 1 bed + 1 bath units and (1) Studio unit (non-conforming) with a total of 31 gated parking spaces on a lot size of ±15532 SF with a total building size of ±15 110 SF.      The property has been well maintained throughout current ownership with recently incorporated cost-efficient features such as electricity generating solar system (zero electric bill – owner gets credit from electric provider) “electric eye” 600-gallon solar water central heating system (a $30000 upgrade) newer polyurethane roof dual-pane windows many new air conditioning units on-site laundry (machines owned) and 1.5 GPF plumbing. Each unit has a spacious layout updated appliances with stainless steel sinks tile and laminate wood flooring and refreshed vanities countertops and cabinetry.    The Elm Apartments’ strong unit mix and excellent location is perfect for an investor seeking growth stability and a hedge against inflation.  This property has been under the same ownership since 2003.  A new owner will be able to increase rents with minimal capital injection upon vacancy and further push rents with complete unit renovations.  The property is subject to AB 1482 (annual rent increase is 5%+CPI) and the Glendale Rent Ordinance.,USD,15110.0,15110.0,Acres,0.0,0.0,15110.0,1,31.0,1,Two,0,0,0,0,MULTI_FAMILY,Los Angeles County
13898,92234-331555527,9,178113,30788,USA,2021-07-07,0,0,Listed for sale,1625702400000.0,869950.0,178.0,Cathedral City,CA,2003,34930 Marcia Rd,92234.0,-116.45447540283205,33.794708251953125,0,"""Income-producing triplex with long-term tenants located within an Opportunity area.  Rents are well below market with upside potential. All 3 units are 3 bedrooms and 2 baths each totaling Unit #A B C approximately 1500; 1600; 1800 sqft of living space which sits on a large 14000+ corner lot.   Unit A will consist of approx. 1500 sqft of Living area Plus a 2 - Car Garage currently renting for $1500.00 per month and the contract is ended by August 2021.  Unit #B with approx. 1600 sqft. of Living area Plus a 2 - Car Garage; currently renting for $1600.00 per month and contract is ended by Dec. 2021.  Unit #C will consist of approx. 1700 + sqft of Living area Plus a 2 - Car Garage currently occupied by the maintenance/manager. We project the renting income for this unit is $1700.00 per month.  Dont miss out on this great opportunity to own an income-producing triplex and to build your own triplex/investment.""",USD,4900.0,4900.0,Acres,0.0,0.0,4900.0,1,2.0,1,One,0,0,0,0,MULTI_FAMILY,Riverside County
13934,94607-24738900,9,178575,13072,USA,2021-07-08,0,0,Listed for sale,1625702400000.0,975000.0,503.0,Oakland,CA,1889,1409 10th St,94607.0,-122.29302215576172,37.80775451660156,0,Renovated seismically retrofitted Victorian duplex with 3 off-street parking spots. Room to expand into the full height attic and included adjacent lot. Upstairs: 3-bed 1.5 bath. Solid Brazilian chestnut hardwood floors and 11 foot ceilings. Kitchen offers ample counter-space +room for an island. Formal dining room 15-lite French pocket doors: Lincrusta wainscotting + beautiful crystal chandelier. One bedroom/family room has a movie projector bay window built in bookcases and fireplace mantel. Downstairs: 3 bed 1 bath open concept  with new  granite countertop kitchen and solid red oak floors throughout.  Upgraded appliances: washer/dryer tankless water heater refrigerator and dishwasher. Impeccable kitchen tile backsplash. Soft close cabinets. Driveway opens onto the well lit Mandela Pkwy. Walk 3blocks to W Oakland BART (one stop: downtown SF/Oakland Lake Merritt) and Mandela Co-Op Market. Minutes walk from Horn BBQ Kilovolt Coffee and Pacific Pipe climbing and fitness gym.,USD,1938.0,1938.0,sqft,0.0,6.0,1938.0,1,0.0,0,0,0,0,0,0,MULTI_FAMILY,Alameda County
13945,90232-20436520,9,179384,51617,USA,2021-07-01,0,0,Listed for sale,1625097600000.0,1930000.0,757.0,Culver City,CA,1947,3929 Bentley Ave,90232.0,-118.41410064697266,34.01103973388672,0,Live and make money! Whether you’re financing your lifestyle by investing or financing your living situation by living in one unit and renting out the rest this triplex in Culver City has you covered. All upgraded units makes it easy to rent. New roof and upgraded electrical means that you won’t be coming out of pocket like some of these older properties nearby. Tons of onsite parking easy access to the 405 90 Metro Expo line linking Downtown to Santa Monica and much more. Come see what all the fuss is about.,USD,2550.0,2550.0,sqft,0.0,0.0,2550.0,0,0.0,0,Two,0,0,0,0,MULTI_FAMILY,Los Angeles County
13954,90232-20436350,9,179393,51617,USA,2021-05-31,0,0,Price change,1625788800000.0,1675000.0,785.0,Culver City,CA,1957,4075 Huron Ave,90232.0,-118.40945434570312,34.00956344604492,0,Great investment opportunity with this duplex located on this beautiful tree lined quiet street in Culver City. Front house is 3bed/1.5bath and back house is 2bed/1bath. This property has a 2 car garage with plenty of parking on the long driveway. Easy access to freeways and all parts of Los Angeles.,USD,2135.0,2135.0,sqft,0.0,0.0,2135.0,1,2.0,1,0,0,0,0,0,MULTI_FAMILY,Los Angeles County
14047,91325-2123061210,9,179508,12447,USA,2021-07-09,0,0,Listed for sale,1625788800000.0,1450000.0,292.0,Northridge,CA,1959,17951 Roscoe Blvd,91325.0,-118.5248565673828,34.221195220947266,0,Welcome to 17951 Roscoe Blvd Northridge CA. This 6-unit apartment was built in 1959 and is centrally located in a high demand rental market. High upside potential in rents with very low maintenance. This property has gated and secured entry along with 6 secured covered parking spaces. 17951 Roscoe consists of 4952 SF situated on 7258 SF lot. This property is currently fully occupied and has a great unit mix of 1 x (3B+1B) and 5 x (1B+1B). All units are separately metered for electric and gas.,USD,4962.0,4962.0,sqft,0.0,0.0,4962.0,1,0.0,0,Two,0,0,0,0,MULTI_FAMILY,Los Angeles County
14159,95403-15864719,9,182680,26967,USA,2021-06-23,0,0,Listed for sale,1624406400000.0,149900.0,58.0,Santa Rosa,CA,1995,5758 Fairway Knoll Ct,95403.0,-122.71024322509766,38.4920539855957,0,"""Welcome to 5758 Fairway Knoll Court!    This rare and desirable parcel is located in a private court amongst upscale view homes. Its located above the exclusive Fountaingrove Club and offers picturesque views of the golf course rolling hills and the Fountaingrove community. The opportunity to design the Sonoma wine country lifestyle of your dreams begins with this amazing property.""",USD,2591.0,2591.0,sqft,0.0,3.0,0.0,0,0.0,0,0,0,0,0,0,LOT,Sonoma County
14275,95614-18598153,9,184069,10939,USA,2021-06-24,0,0,Listed for sale,1624492800000.0,250000.0,343.0,Cool,CA,1981,3531 Magic Morgan Trl,95614.0,-120.96196746826172,38.887962341308594,0,Enjoy the good life with this wonderful location with no HOA. Easy drive down the private paved road. Quiet serene and peaceful 10 acres with well water septic power and RV clean-out in place. Flat pad perfect for a house mobile home or trailer to enjoy. Large garden area complete with water and large storage sheds for all of your needs.,USD,728.0,728.0,Acres,0.0,2.0,0.0,0,0.0,0,0,0,0,0,0,LOT,El Dorado County
14319,95376-15353249,9,184113,7453,USA,2021-06-08,0,0,Listed for sale,1623110400000.0,300000.0,391.0,Tracy,CA,1948,10801 W Clover Rd,95376.0,-121.4388198852539,37.76197052001953,0,Great potential! Large flat lot over half acre conveniently located next to I-205. House needs to be rebuilt. Start fresh! Value is in the land!,USD,768.0,768.0,Acres,0.0,2.0,0.0,1,0.0,0,0,0,0,0,0,LOT,San Joaquin County
14398,95841-26021673,9,185065,20288,USA,2021-02-19,0,0,Listed for sale,1613692800000.0,525000.0,525.0,Sacramento,CA,1971,4917 Orchid Way,95841.0,-121.35641479492188,38.65669631958008,0,This 1000 square foot multi family home has 4 bedrooms and 0.0 bathrooms. This home is located at 4917 Orchid Way Sacramento CA 95841.,USD,1000.0,1000.0,sqft,0.0,4.0,0.0,1,0.0,0,0,0,0,0,0,MULTI_FAMILY,Sacramento County
14399,95841-26022071,9,185066,20288,USA,2021-02-19,0,0,Listed for sale,1616544000000.0,525000.0,583.0,Sacramento,CA,1976,4900 Summerwood Cir,95841.0,-121.35030364990234,38.66329574584961,0,This 900 square foot multi family home has 2 bedrooms and 0.0 bathrooms. This home is located at 4900 Summerwood Cir Sacramento CA 95841.,USD,900.0,900.0,sqft,0.0,2.0,0.0,1,0.0,0,0,0,0,0,0,MULTI_FAMILY,Sacramento County
14413,90241-21039789,9,185085,4406,USA,2021-06-02,0,0,Listing removed,1624320000000.0,1200000.0,339.0,Downey,CA,1942,7155 Dinwiddie St,90241.0,-118.15276336669922,33.950855255126946,0,"""Investors opportunity!!  Property does need work and with some TLC. Great potential!!!Back unit is 3/2 middle unit 2/2 and front unit 1/1 and each Unit has its own 2 car garage located in the Beautiful city of Downey surrounded by shopping centers located on a quiet street.""",USD,3544.0,3544.0,Acres,0.0,0.0,3544.0,1,6.0,1,0,0,0,0,0,MULTI_FAMILY,Los Angeles County
14425,95310-2076801237,9,185165,20550,USA,2020-12-22,0,0,Listed for sale,1608595200000.0,209000.0,1.0,Columbia,CA,0,11210 Forest Park Dr,95310.0,-120.40193176269533,38.0272102355957,0,"""Build your dream home on this beautiful acreage just on the outskirts of Columbia . Access your dream home off of a quiet country road. Privacy abounds but you are close to Columbia with all its charms restaurants theatre ice cream grocer  pizza just about everything you might want. If you want this property plus the home and acreage next to it thats a possibility too.""",USD,402059.0,402059.0,Acres,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,LOT,Tuolumne County
14426,95310-2077169203,9,185167,20550,USA,2020-11-12,0,0,Listed for sale,1605139200000.0,137000.0,0.0,Columbia,CA,0,13401 Brandon Ct,95310.0,-120.3481674194336,38.03421020507813,0,Amazing views! This 10 acre lot is located on a mountain top with views in many directions and is perfect for taking in the sunsets. This property has a paved road access and just an 8 minute drive from Sawmill Flat Rd. A building pad has been cut in and public water is available. This is a one of a kind property and is a perfect spot to build your dream home. See it today!,USD,420354.0,420354.0,Acres,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,LOT,Tuolumne County
14427,95310-2077186881,9,185168,36793,USA,2020-11-11,0,0,Listed for sale,1605052800000.0,129000.0,1.0,Columbia,CA,0,10040 N Airport Rd,95310.0,-120.43064880371094,38.03976440429688,0,This is a 211702 square foot 0.0 bathroom vacant land home. This home is located at 10040 N Airport Rd Columbia CA 95310.,USD,211702.0,211702.0,Acres,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,LOT,Tuolumne County
14428,95310-2079551719,9,185169,36793,USA,2020-05-18,0,0,Listed for sale,1589760000000.0,89000.0,0.0,Columbia,CA,0,LOT 19 Yankee Hill Rd,95310.0,-120.39728546142578,38.03568649291992,0,Looking for privacy and the possibilities of off grid property feels a million miles away from it all but only minutes to Sonora and Historic Columbia. This 5 acre parcel includes  the mineral rights in the heart of Gold Country.,USD,218671.0,218671.0,Acres,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,LOT,Tuolumne County
14442,93307-18939871,9,185309,0,USA,2021-07-01,0,0,Listed for sale,1625097600000.0,349900.0,210.0,Bakersfield,CA,1941,3625 Edison Hwy,93307.0,-118.93761444091795,35.363643646240234,0,Attention to all investors and new developments! Long term tenants would love to stay. Zoned commercial residential income on property.,USD,1668.0,1668.0,Acres,0.0,0.0,1668.0,0,0.0,0,One,0,0,0,0,MULTI_FAMILY,Kern County
14443,93307-18948645,9,185310,3506,USA,2021-07-01,0,0,Listed for sale,1616889600000.0,480000.0,127.0,Bakersfield,CA,1969,4340 Balboa Dr,93307.0,-119.02000427246094,35.31497573852539,0,4-plex Investment Opportunity to add to your portfolio cash flow. Units are 2/1 with tenants and rents from $625.00 to $750.00. Cement slab drive-way and carport parking assigned for each unit-6 parking space. Each unit with backyard space. Add to your list and schedule a showing today.,USD,3788.0,3788.0,sqft,0.0,0.0,3788.0,1,0.0,0,One,0,0,0,0,MULTI_FAMILY,Kern County
14444,93307-18948639,9,185311,3506,USA,2021-07-01,0,0,Price change,1625097600000.0,445000.0,117.0,Bakersfield,CA,1970,4421 Palmacia Dr,93307.0,-119.01959228515624,35.31439971923828,0,4-plex Investment Opportunity to add to your portfolio cash flow. Units are 2/1 with tenants and rents from $625.00 to $750.00. Cement slab drive-way and carport parking assigned for each unit-6 parking space. Each unit with backyard space. Add to your list and schedule a showing today.,USD,3788.0,3788.0,sqft,0.0,0.0,3788.0,0,0.0,0,One,0,0,0,0,MULTI_FAMILY,Kern County
14483,90212-2086287956,9,185896,10389,USA,2021-06-22,0,0,Listed for sale,1624320000000.0,3950000.0,581.0,Beverly Hills,CA,1936,9683 W Olympic Blvd,90212.0,-118.40628051757812,34.06000518798828,0,"""Owner User Investor Developer Opportunity! Prime location directly across Roxbury Park. The charming French style apartment complex has 5 units and a managers office around a lovely central courtyard garden. The front unit is on 2 levels and has 2 bedrooms a living room dining room den kitchen 1 full bath 2 half baths washer and dryer and private basement. A managers office is located on the front upper level it has a 3/4 bath and a separate entrance. The managers office could be combined with the front unit by opening up the common wall. A permit may be required. The 4 units in the back consist of 2 units on two levels and 2 units on one level. Each of the 4 units has 2 bedrooms a living room dining room kitchen 1 full bath and 1 half bath. There are 7 on-site parking spaces 4 are covered. All of the units feature lovely hardwood floors wainscoting moldings and tiles. Many improvements have been made to the property. There is a laundry facility in the common basement. Per the Assessor the building is 6800 sf the land 7806 sf. Competitive price per square foot for 2021 Beverly Hills multifamily. Amenities at Roxbury Park include tennis lawn bowling a community center and playground. Walking distance to Century City and Beverly Hills High School. Drive by to appreciate the amazing location of this unique property. Do not disturb tenants.""",USD,6800.0,6800.0,sqft,0.0,0.0,6800.0,1,0.0,0,Two,0,0,0,0,MULTI_FAMILY,Los Angeles County
14544,93292-16240936,9,186286,21114,USA,2021-07-06,0,0,Listed for sale,1625529600000.0,519999.0,167.0,Visalia,CA,1980,621 S Santa Fe St,93292.0,-119.2881088256836,36.32476806640625,0,Hard to find four plex. Fully occupied. Very nice property great for an investor. Conveniently located near downtown & schools. Gated complex with storage units and onsite laundry. HVAC replaced in 2017 for all four units. Good sized lot!,USD,3120.0,3120.0,sqft,0.0,8.0,0.0,1,0.0,0,0,0,0,0,0,MULTI_FAMILY,Tulare County
14565,93292-16242566,9,186307,21114,USA,2021-05-21,0,0,Listed for sale,1621555200000.0,199000.0,173.0,Visalia,CA,1966,1915 E Houston Ave,93292.0,-119.2725601196289,36.34163284301758,0,"""There is a home and a garage on the property. The home isnt habitable at this point. Great property to develop.""",USD,1152.0,1152.0,Acres,0.0,1.0,0.0,1,0.0,0,0,0,0,0,0,MULTI_FAMILY,Tulare County
14694,93309-18945783,9,188587,3506,USA,2021-07-02,0,0,Price change,1625184000000.0,479900.0,151.0,Bakersfield,CA,1977,4408 Parkwood Ct,93309.0,-119.05188751220705,35.34480667114258,0,THIS TRIPLEX INCOME PROPERTY FEATURE A THREE BEDROOM TWO BATH UNIT AND TWO OTHER UNITS WITH TWO BEDROOMS AND ONE BATH ALL UNITS HAVE A TWO CAR GARAGES PROPERTY IS LOCATED IN A GOOD DISIREABLE AREA CLOSE TO SHOPPING AND FREEWAY ACCESS ALL THREE UNITS HAVE NEWER AC UNITS LONG TERM TENENTS.,USD,3182.0,3182.0,sqft,0.0,0.0,3182.0,1,3.0,1,One-Two,0,0,0,0,MULTI_FAMILY,Kern County
14705,95112-153396670,9,188897,33839,USA,2021-06-16,0,0,Price change,1624838400000.0,1148888.0,710.0,San Jose,CA,1898,850 S 3rd St,95112.0,-121.87850189208984,37.3243408203125,0,This is a 1618 square foot 0.0 bathroom multi family home. This home is located at 850 S 3rd St San Jose CA 95112.,USD,1618.0,1618.0,sqft,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,MULTI_FAMILY,Santa Clara County
14737,93955-19337577,9,189129,27011,USA,2021-05-20,0,0,Listed for sale,1621468800000.0,799000.0,369.0,Seaside,CA,1928,1048 Clementina Ave,93955.0,-121.8438720703125,36.61064147949219,0,Outstanding opportunity in the heart of Seaside!  Youll enjoy this great location very close to downtown and access to the Monterey Peninsula.  This rare duplex property has two buildings.  One is a 2 bedroom 1 bath single level home.  The second is a 1 bedroom 1 bath unit located over a detached two car tandem garage with alley access.  Long term tenants are month to month.  Perfect for living in one and renting the other for your beach retreat visions.  This duplex offers one of the best values on the Monterey Peninsula today!,USD,2166.0,2166.0,sqft,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,MULTI_FAMILY,Monterey County
14788,90027-2077720006,9,190316,12447,USA,2021-07-08,0,0,Listed for sale,1625702400000.0,8395000.0,648.0,Los Angeles,CA,1968,1757 N Kingsley Dr,90027.0,-118.3039321899414,34.103439331054695,0,1757 N. Kingsley is a beautifully remodeled 26 unit apartment community located in the desirable Los Feliz/East Hollywood neighborhood.  21 of 26 units have been renovated to condo quality offering designer finishes customized kitchen cabinets and closets stainless steel appliances designer tile bathrooms and backsplashes and recessed lighting.  The building is walking distance to Griffith Park the Metroline and the trendy restaurants and retail that make up the Los Feliz neighborhood.      The building has a renovated pool room that can be converted into a legal ADU unit.  The seller has started the application process and they have hired a 3rd party firm to handle the conversion with LADBS.  Buyer can confirm the process with the 3rd party firm.,USD,12959.0,12959.0,Acres,0.0,0.0,12959.0,0,0.0,0,Two,0,0,0,0,MULTI_FAMILY,Los Angeles County
14886,90042-20773005,9,190857,12447,USA,2021-07-01,0,0,Listed for sale,1625097600000.0,1298000.0,484.0,Los Angeles,CA,1896,6415 Ruby St,90042.0,-118.17971801757812,34.11636734008789,0,TWO charming homes on a large lot in the highly desirable Garvanza district of Highland Park.    Front house is an exquisite Victorian with a beautifully manicured front yard. This spacious house (approximately 1997 sqft taped) has been lovingly renovated throughout the years to include a bright kitchen and three updated full bathrooms. Enter from the welcoming front porch into the grand foyer. Palatial great room with large picture windows offer an inviting space to entertain. Large master bedroom with walk-in closet newly renovated en-suite bathroom and the laundry room is located towards the back of the house; a second spacious bedroom and bathroom is located by the foyer. Wooden staircase leads up to the second floor where you’ll find stained glass windows and original wood moulding details. There are two additional bedrooms and a third bathroom upstairs. The house has two central AC systems (one upstairs and one downstairs) and operates with a tankless water heater. Enjoy modern conveniences with old world charm.    Back house is an adorable two bedroom Cape Cod. Fenced front patio and porch area immediately provides a serene and private outdoor space. Enjoy an updated kitchen with built-in laundry center luxurious bathroom rich hardwood flooring throughout central AC and tankless water heater.    At the very back of the property is a one car garage and three additional parking spaces. Parking is easily accessible through the alleyway. Entire property is fenced and gated for added security.,USD,2684.0,2684.0,sqft,0.0,0.0,2684.0,1,1.0,1,0,0,0,0,0,MULTI_FAMILY,Los Angeles County
14887,90042-2070506934,9,190858,12447,USA,2021-06-30,0,0,Price change,1625702400000.0,1949999.0,427.0,Los Angeles,CA,1952,327 S Avenue 59,90042.0,-118.18820190429688,34.10705947875977,0,2 bedroom 1 bath each with their own laundry area. Fence across the front with electric gate roof was replaced in 2016.,USD,4570.0,4570.0,sqft,0.0,0.0,4570.0,0,0.0,0,One,0,0,0,0,MULTI_FAMILY,Los Angeles County
14889,90042-20762521,9,190860,12447,USA,2021-06-25,0,0,Listed for sale,1624579200000.0,1250000.0,741.0,Los Angeles,CA,1961,5036 Aldama St,90042.0,-118.20598602294922,34.112159729003906,0,Opportunity arises to own this architecturally significant 2 unit building. Architect Allyn Edward Morris (1922-2009) most famous for his Morris Residence in Silver Lake built matching duplexes unlike any other multifamily residence in Highland Park.  Many aspects of this building has been updated but kept the finishes true to his designs. We have extensively renovated much of the natural wood that was used in the house as well as create proper drainage for the hillside. One of the best features of this exquisite house is the sliding glass doors between the living room and the balcony. Experience a completely open floor plan connecting the inside and outside as you entertain guests. The inside has expansive ceilings skylights in the bathroom and loft and enough windows to let in natural light and obtain your Copenhagen Hygge while maintaining privacy. Make this 2 unit your inspiring property.  Both units (5036-5038) are currently rented out but still available for viewing by appointment. Please be respectful and do not disturb tenants and their privacy.,USD,1686.0,1686.0,sqft,0.0,0.0,1686.0,1,2.0,1,Three Or More,0,0,0,0,MULTI_FAMILY,Los Angeles County
14895,93620-19163885,9,191521,51733,USA,2021-07-09,0,0,Listed for sale,1625788800000.0,175000.0,219.0,Dos Palos,CA,1930,1633 Lucerne Ave,93620.0,-120.62509155273438,36.98416519165039,0,This is a 800 square foot 0.0 bathroom multi family home. This home is located at 1633 Lucerne Ave Dos Palos CA 93620.,USD,800.0,800.0,sqft,0.0,0.0,0.0,1,0.0,0,0,0,0,0,0,MULTI_FAMILY,Merced County
14897,93620-299946437,9,191523,51733,USA,2021-07-07,0,0,Listed for sale,1625616000000.0,395000.0,428.0,Dos Palos,CA,1938,1225 Center Ave,93620.0,-120.62625885009766,36.98936462402344,0,This 922 square foot multi family home has 2 bedrooms and 0.0 bathrooms. This home is located at 1225 Center Ave Dos Palos CA 93620.,USD,922.0,922.0,Acres,0.0,2.0,0.0,1,0.0,0,0,0,0,0,0,MULTI_FAMILY,Merced County
14964,95694-16508567,9,192495,7981,USA,2020-09-15,0,0,Listed for sale,1625788800000.0,520000.0,347.0,Winters,CA,1953,100 1st St,95694.0,-121.9697723388672,38.51990509033203,0,This 1500 square foot multi family home has 2 bedrooms and 0.0 bathrooms. This home is located at 100 1st St Winters CA 95694.,USD,1500.0,1500.0,sqft,0.0,2.0,0.0,1,0.0,0,0,0,0,0,0,MULTI_FAMILY,Yolo County
14996,95018-16154231,9,192658,57218,USA,2021-01-18,0,0,Price change,1622851200000.0,175000.0,181.0,Felton,CA,1940,10535 West Dr,95018.0,-122.0571060180664,37.10271835327149,0,Lot ready for a new beginning! Previous house footprint easy paved access on a dead end street 6 minutes from Loch Lomond Recreational Area surrounded by gorgeous redwoods that allow just the right amount of light through. Existing utilities. This property was not part of the CZU fires it was a stand-alone fire. Come and rebuild and be a part of this awesome mountain community.,USD,966.0,966.0,Acres,0.0,2.0,0.0,0,0.0,0,0,0,0,0,0,LOT,Santa Cruz County
15018,92405-17232700,9,193075,20328,USA,2021-07-03,0,0,Listed for sale,1625270400000.0,429000.0,216.0,San Bernardino,CA,1923,487 W 18th St,92405.0,-117.29376983642578,34.13106155395508,0,"Beautiful duplex completely remodeled. This turnkey property is located in the highly desired San Bernardino area. On a calm and quiet street. As you enter the home you will love the open concept with top of the line laminate flooring and so much natural lighting perfect for entertaining. The sophisticated kitchen is equipped with quartz counter tops soft-close shaker cabinets with plenty of cabinet space. The property also features partially new electrical wiring and plumbing. New roof New baseboards stylish fixtures and tiled flooring. The two full bathrooms show a unique design bringing a new definition to ""modern"". The second unit has also been updated and features a 1 bedroom 1 bath. Great for rental income. All this on a 10000 lot size!! This area has a great walking score of 74! Nearby schools are San Bernardino High School Arrowview Middle School and Valley Christian Academy. The closest grocery stores are Carniceria La Famosa M T & H Food Market and Smart & Final Extra!. Closest coffee shop is Master\s Donuts. Nearby restaurants include Pizza King Wong\s Kitchen and Little Caesars Pizza. It is also near Gutierrez Field Encanto Park and Horine Park. Make your offer today!!",USD,1984.0,1984.0,sqft,0.0,0.0,1984.0,1,0.0,0,Two,0,0,0,0,MULTI_FAMILY,San Bernardino County
15024,92405-17239131,9,193081,20328,USA,2021-06-24,0,0,Listed for sale,1624492800000.0,638000.0,268.0,San Bernardino,CA,1988,2472 N Sierra Way,92405.0,-117.28550720214844,34.13840484619141,0,Wonderful investment opportunity on a triplex in San Bernardino County. All units were fully remodeled in 2018. Two of the units are 2br/1ba and one unit is a 1br/1ba. The property is close to the 210/215 freeways. The property is also very close to San Bernardino High School Arrowview Middle School Wilson Elementary and Riley Elementary. It is also very close to places of worship parks restaurants healthcare and shopping.,USD,2384.0,2384.0,sqft,0.0,0.0,2384.0,1,0.0,0,One,0,0,0,0,MULTI_FAMILY,San Bernardino County
15027,92405-17234180,9,193084,20328,USA,2021-06-15,0,0,Listing removed,1624320000000.0,415000.0,138.0,San Bernardino,CA,1984,125 Magnolia Ave,92405.0,-117.2858657836914,34.12644195556641,0,GREAT INVESTMENT OPPORTUNITY TO OWN BELOW MARKET VALUE AND ADD A GREAT PROPERTY TO YOUR PORTFOLIO!!!! Looking for seasoned investor that knows value and CASH OFFER. The apts have 4 units; 2 units facing south side have been in a recent fire. The other 2 apts need light updating. Prior to the fire; these four units have been well maintained and remodeled a few years ago with white euro kitchen cabinets AC new windows and doors granite counters dishwashers in some units and microwave built ins. Each unit has a single car garage and one assigned parking spot. Laundry room is shared by the units and produces 150 in monthly additional income for both dryer and washer. No fire impact to 2 units laundry room and garages. Property Sold As Is.,USD,3000.0,3000.0,sqft,0.0,0.0,3000.0,1,4.0,1,Two,0,0,0,0,MULTI_FAMILY,San Bernardino County
15035,92301-2108648376,9,193266,16684,USA,2021-07-12,0,0,Listed for sale,1626048000000.0,675000.0,120.0,Adelanto,CA,1987,11246 Chapparal Ave,92301.0,-117.41951751708984,34.588512420654304,0,"""Great Income property 6  Units  2 Bedrooms  and 1 Bath each . Buyer to cooperate with tax deferred exchange. Interior Inspection with Accepted Offer  All information is deemed reliable but not guaranteed Buyers and Buyers Agent to do their own investigations. Buyers and Buyers Agent is advised not to rely on the listing Information""",USD,5616.0,5616.0,Acres,0.0,0.0,5616.0,1,6.0,1,0,0,0,0,0,MULTI_FAMILY,San Bernardino County
15063,94574-2111732168,9,193294,47510,USA,2021-07-13,0,0,Listed for sale,1626134400000.0,4900000.0,3889.0,Saint Helena,CA,0,775 Deer Park Rd,94574.0,-122.45471954345705,38.54114532470703,0,Exclusive RARE opportunity to own a magnificent 20 Acre parcel located on the cusp of the prestigious Howell Mountain AVA. Located just 10 Minutes from Downtown St. Helena you will find yourself captivated by the beauty - both day and night - from this amazing property. Whether you are yearning to build your dream home with unobstructed views of the Napa Valley or looking to add acres of highly sought after soil to your vineyard production this property will not disappoint. Near complete 2 Bed 2 Bath 1000SF guest home just waiting for your final finishes.    Great opportunity for wine caves. The possibilities are endless!,USD,1260.0,1260.0,Acres,0.0,2.0,0.0,0,0.0,0,0,0,0,0,0,LOT,Napa County
15111,95020-153566154,9,194464,11604,USA,2021-07-03,0,0,Listed for sale,1625270400000.0,285000.0,219.0,Gilroy,CA,1988,402 Madison Ct,95020.0,-121.5711441040039,37.02553176879883,0,Wonderful location to begin your new home construction. Desirable and attractive location and centrally located in Gilroy. Near Gilroy Outlets schools and downtown.,USD,1300.0,1300.0,sqft,0.0,4.0,0.0,0,0.0,0,0,0,0,0,0,LOT,Santa Clara County
15121,95020-153566913,9,194477,11604,USA,2021-06-11,0,0,Listed for sale,1623369600000.0,950000.0,761.0,Gilroy,CA,1900,358 E 6th St,95020.0,-121.56461334228516,37.0078239440918,0,Here is your chance to own a unique property in downtown Gilroy.  Whether you are a contractor looking to flip a long term rental investor small business owner gear head or just a big family this duplex with a detached 3 car garage with plumbing and electrical will work.  The first unit has 2 beds and 1 bath.  The second unit has one bed and one bath.  The large 3 car garage has an unfinished loft/studio and is zoned R3 possibly allowing for a third unit.  The residence has alley access is gated with each unit having its own yard.  Each unit has multiple doors for access and a deck as well.  Walking distance to downtown close to Costco Target shopping and the Gilroy Outlets.  Amazing opportunity to own a great home with lots of potential in the heart of Gilroy.,USD,1248.0,1248.0,sqft,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,MULTI_FAMILY,Santa Clara County
